Combination,Average Deaths
"(64839, 9605, 6045)",26829.666666666668
"(64839, 9605, 1600)",25348.0
"(64839, 9605, 3694)",26046.0
"(64839, 9605, 3379)",25941.0
"(64839, 9605, 4673)",26372.333333333332
"(64839, 9605, 5610)",26684.666666666668
"(64839, 9605, 3971)",26138.333333333332
"(64839, 9605, 8463)",27635.666666666668
"(64839, 9605, 6160)",26868.0
"(64839, 9605, 7203)",27215.666666666668
"(64839, 9605, 10341)",28261.666666666668
"(64839, 9605, 10282)",28242.0
"(64839, 9605, 9950)",28131.333333333332
"(64839, 9605, 9425)",27956.333333333332
"(64839, 9605, 6839)",27094.333333333332
"(64839, 9605, 8391)",27611.666666666668
"(64839, 9605, 30306)",34916.666666666664
"(64839, 9605, 135084)",69842.66666666667
"(64839, 9605, 175197)",83213.66666666667
"(64839, 9605, 21022)",31822.0
"(64839, 6810, 8120)",26589.666666666668
"(64839, 6810, 24107)",31918.666666666668
"(64839, 6810, 22571)",31406.666666666668
"(64839, 6810, 14271)",28640.0
"(64839, 6810, 9896)",27181.666666666668
"(64839, 6810, 10659)",27436.0
"(64839, 6810, 7452)",26367.0
"(64839, 6810, 6358)",26002.333333333332
"(64839, 6810, 6045)",25898.0
"(64839, 6810, 1600)",24416.333333333332
"(64839, 6810, 3694)",25114.333333333332
"(64839, 6810, 3379)",25009.333333333332
"(64839, 6810, 4673)",25440.666666666668
"(64839, 6810, 5610)",25753.0
"(64839, 6810, 3971)",25206.666666666668
"(64839, 6810, 8463)",26704.0
"(64839, 6810, 6160)",25936.333333333332
"(64839, 6810, 7203)",26284.0
"(64839, 6810, 10341)",27330.0
"(64839, 6810, 10282)",27310.333333333332
"(64839, 6810, 9950)",27199.666666666668
"(64839, 6810, 9425)",27024.666666666668
"(64839, 6810, 6839)",26162.666666666668
"(64839, 6810, 8391)",26680.0
"(64839, 6810, 30306)",33985.0
"(64839, 6810, 135084)",68911.0
"(64839, 6810, 175197)",82282.0
"(64839, 6810, 21022)",30890.333333333332
"(64839, 8120, 24107)",32355.333333333332
"(64839, 8120, 22571)",31843.333333333332
"(64839, 8120, 14271)",29076.666666666668
"(64839, 8120, 9896)",27618.333333333332
"(64839, 8120, 10659)",27872.666666666668
"(64839, 8120, 7452)",26803.666666666668
"(64839, 8120, 6358)",26439.0
"(64839, 8120, 6045)",26334.666666666668
"(64839, 8120, 1600)",24853.0
"(64839, 8120, 3694)",25551.0
"(64839, 8120, 3379)",25446.0
"(64839, 8120, 4673)",25877.333333333332
"(64839, 8120, 5610)",26189.666666666668
"(64839, 8120, 3971)",25643.333333333332
"(64839, 8120, 8463)",27140.666666666668
"(64839, 8120, 6160)",26373.0
"(64839, 8120, 7203)",26720.666666666668
"(64839, 8120, 10341)",27766.666666666668
"(64839, 8120, 10282)",27747.0
"(64839, 8120, 9950)",27636.333333333332
"(64839, 8120, 9425)",27461.333333333332
"(64839, 8120, 6839)",26599.333333333332
"(64839, 8120, 8391)",27116.666666666668
"(64839, 8120, 30306)",34421.666666666664
"(64839, 8120, 135084)",69347.66666666667
"(64839, 8120, 175197)",82718.66666666667
"(64839, 8120, 21022)",31327.0
"(64839, 24107, 22571)",37172.333333333336
"(64839, 24107, 14271)",34405.666666666664
"(64839, 24107, 9896)",32947.333333333336
"(64839, 24107, 10659)",33201.666666666664
"(64839, 24107, 7452)",32132.666666666668
"(64839, 24107, 6358)",31768.0
"(64839, 24107, 6045)",31663.666666666668
"(64839, 24107, 1600)",30182.0
"(64839, 24107, 3694)",30880.0
"(64839, 24107, 3379)",30775.0
"(64839, 24107, 4673)",31206.333333333332
"(64839, 24107, 5610)",31518.666666666668
"(64839, 24107, 3971)",30972.333333333332
"(64839, 24107, 8463)",32469.666666666668
"(64839, 24107, 6160)",31702.0
"(64839, 24107, 7203)",32049.666666666668
"(64839, 24107, 10341)",33095.666666666664
"(64839, 24107, 10282)",33076.0
"(64839, 24107, 9950)",32965.333333333336
"(64839, 24107, 9425)",32790.333333333336
"(64839, 24107, 6839)",31928.333333333332
"(64839, 24107, 8391)",32445.666666666668
"(64839, 24107, 30306)",39750.666666666664
"(64839, 24107, 135084)",74676.66666666667
"(64839, 24107, 175197)",88047.66666666667
"(64839, 24107, 21022)",36656.0
"(64839, 22571, 14271)",33893.666666666664
"(64839, 22571, 9896)",32435.333333333332
"(64839, 22571, 10659)",32689.666666666668
"(64839, 22571, 7452)",31620.666666666668
"(64839, 22571, 6358)",31256.0
"(64839, 22571, 6045)",31151.666666666668
"(64839, 22571, 1600)",29670.0
"(64839, 22571, 3694)",30368.0
"(64839, 22571, 3379)",30263.0
"(64839, 22571, 4673)",30694.333333333332
"(64839, 22571, 5610)",31006.666666666668
"(64839, 22571, 3971)",30460.333333333332
"(64839, 22571, 8463)",31957.666666666668
"(64839, 22571, 6160)",31190.0
"(64839, 22571, 7203)",31537.666666666668
"(64839, 22571, 10341)",32583.666666666668
"(64839, 22571, 10282)",32564.0
"(64839, 22571, 9950)",32453.333333333332
"(64839, 22571, 9425)",32278.333333333332
"(64839, 22571, 6839)",31416.333333333332
"(64839, 22571, 8391)",31933.666666666668
"(64839, 22571, 30306)",39238.666666666664
"(64839, 22571, 135084)",74164.66666666667
"(64839, 22571, 175197)",87535.66666666667
"(64839, 22571, 21022)",36144.0
"(64839, 14271, 9896)",29668.666666666668
"(64839, 14271, 10659)",29923.0
"(64839, 14271, 7452)",28854.0
"(64839, 14271, 6358)",28489.333333333332
"(64839, 14271, 6045)",28385.0
"(64839, 14271, 1600)",26903.333333333332
"(64839, 14271, 3694)",27601.333333333332
"(64839, 14271, 3379)",27496.333333333332
"(64839, 14271, 4673)",27927.666666666668
"(64839, 14271, 5610)",28240.0
"(64839, 14271, 3971)",27693.666666666668
"(64839, 14271, 8463)",29191.0
"(64839, 14271, 6160)",28423.333333333332
"(64839, 14271, 7203)",28771.0
"(64839, 14271, 10341)",29817.0
"(64839, 14271, 10282)",29797.333333333332
"(64839, 14271, 9950)",29686.666666666668
"(64839, 14271, 9425)",29511.666666666668
"(64839, 14271, 6839)",28649.666666666668
"(64839, 14271, 8391)",29167.0
"(64839, 14271, 30306)",36472.0
"(64839, 14271, 135084)",71398.0
"(64839, 14271, 175197)",84769.0
"(64839, 14271, 21022)",33377.333333333336
"(64839, 9896, 10659)",28464.666666666668
"(64839, 9896, 7452)",27395.666666666668
"(64839, 9896, 6358)",27031.0
"(64839, 9896, 6045)",26926.666666666668
"(64839, 9896, 1600)",25445.0
"(64839, 9896, 3694)",26143.0
"(64839, 9896, 3379)",26038.0
"(64839, 9896, 4673)",26469.333333333332
"(64839, 9896, 5610)",26781.666666666668
"(64839, 9896, 3971)",26235.333333333332
"(64839, 9896, 8463)",27732.666666666668
"(64839, 9896, 6160)",26965.0
"(64839, 9896, 7203)",27312.666666666668
"(64839, 9896, 10341)",28358.666666666668
"(64839, 9896, 10282)",28339.0
"(64839, 9896, 9950)",28228.333333333332
"(64839, 9896, 9425)",28053.333333333332
"(64839, 9896, 6839)",27191.333333333332
"(64839, 9896, 8391)",27708.666666666668
"(64839, 9896, 30306)",35013.666666666664
"(64839, 9896, 135084)",69939.66666666667
"(64839, 9896, 175197)",83310.66666666667
"(64839, 9896, 21022)",31919.0
"(64839, 10659, 7452)",27650.0
"(64839, 10659, 6358)",27285.333333333332
"(64839, 10659, 6045)",27181.0
"(64839, 10659, 1600)",25699.333333333332
"(64839, 10659, 3694)",26397.333333333332
"(64839, 10659, 3379)",26292.333333333332
"(64839, 10659, 4673)",26723.666666666668
"(64839, 10659, 5610)",27036.0
"(64839, 10659, 3971)",26489.666666666668
"(64839, 10659, 8463)",27987.0
"(64839, 10659, 6160)",27219.333333333332
"(64839, 10659, 7203)",27567.0
"(64839, 10659, 10341)",28613.0
"(64839, 10659, 10282)",28593.333333333332
"(64839, 10659, 9950)",28482.666666666668
"(64839, 10659, 9425)",28307.666666666668
"(64839, 10659, 6839)",27445.666666666668
"(64839, 10659, 8391)",27963.0
"(64839, 10659, 30306)",35268.0
"(64839, 10659, 135084)",70194.0
"(64839, 10659, 175197)",83565.0
"(64839, 10659, 21022)",32173.333333333332
"(64839, 7452, 6358)",26216.333333333332
"(64839, 7452, 6045)",26112.0
"(64839, 7452, 1600)",24630.333333333332
"(64839, 7452, 3694)",25328.333333333332
"(64839, 7452, 3379)",25223.333333333332
"(64839, 7452, 4673)",25654.666666666668
"(64839, 7452, 5610)",25967.0
"(64839, 7452, 3971)",25420.666666666668
"(64839, 7452, 8463)",26918.0
"(64839, 7452, 6160)",26150.333333333332
"(64839, 7452, 7203)",26498.0
"(64839, 7452, 10341)",27544.0
"(64839, 7452, 10282)",27524.333333333332
"(64839, 7452, 9950)",27413.666666666668
"(64839, 7452, 9425)",27238.666666666668
"(64839, 7452, 6839)",26376.666666666668
"(64839, 7452, 8391)",26894.0
"(64839, 7452, 30306)",34199.0
"(64839, 7452, 135084)",69125.0
"(64839, 7452, 175197)",82496.0
"(64839, 7452, 21022)",31104.333333333332
"(64839, 6358, 6045)",25747.333333333332
"(64839, 6358, 1600)",24265.666666666668
"(64839, 6358, 3694)",24963.666666666668
"(64839, 6358, 3379)",24858.666666666668
"(64839, 6358, 4673)",25290.0
"(64839, 6358, 5610)",25602.333333333332
"(64839, 6358, 3971)",25056.0
"(64839, 6358, 8463)",26553.333333333332
"(64839, 6358, 6160)",25785.666666666668
"(64839, 6358, 7203)",26133.333333333332
"(64839, 6358, 10341)",27179.333333333332
"(64839, 6358, 10282)",27159.666666666668
"(64839, 6358, 9950)",27049.0
"(64839, 6358, 9425)",26874.0
"(64839, 6358, 6839)",26012.0
"(64839, 6358, 8391)",26529.333333333332
"(64839, 6358, 30306)",33834.333333333336
"(64839, 6358, 135084)",68760.33333333333
"(64839, 6358, 175197)",82131.33333333333
"(64839, 6358, 21022)",30739.666666666668
"(64839, 6045, 1600)",24161.333333333332
"(64839, 6045, 3694)",24859.333333333332
"(64839, 6045, 3379)",24754.333333333332
"(64839, 6045, 4673)",25185.666666666668
"(64839, 6045, 5610)",25498.0
"(64839, 6045, 3971)",24951.666666666668
"(64839, 6045, 8463)",26449.0
"(64839, 6045, 6160)",25681.333333333332
"(64839, 6045, 7203)",26029.0
"(64839, 6045, 10341)",27075.0
"(64839, 6045, 10282)",27055.333333333332
"(64839, 6045, 9950)",26944.666666666668
"(64839, 6045, 9425)",26769.666666666668
"(64839, 6045, 6839)",25907.666666666668
"(64839, 6045, 8391)",26425.0
"(64839, 6045, 30306)",33730.0
"(64839, 6045, 135084)",68656.0
"(64839, 6045, 175197)",82027.0
"(64839, 6045, 21022)",30635.333333333332
"(64839, 1600, 3694)",23377.666666666668
"(64839, 1600, 3379)",23272.666666666668
"(64839, 1600, 4673)",23704.0
"(64839, 1600, 5610)",24016.333333333332
"(64839, 1600, 3971)",23470.0
"(64839, 1600, 8463)",24967.333333333332
"(64839, 1600, 6160)",24199.666666666668
"(64839, 1600, 7203)",24547.333333333332
"(64839, 1600, 10341)",25593.333333333332
"(64839, 1600, 10282)",25573.666666666668
"(64839, 1600, 9950)",25463.0
"(64839, 1600, 9425)",25288.0
"(64839, 1600, 6839)",24426.0
"(64839, 1600, 8391)",24943.333333333332
"(64839, 1600, 30306)",32248.333333333332
"(64839, 1600, 135084)",67174.33333333333
"(64839, 1600, 175197)",80545.33333333333
"(64839, 1600, 21022)",29153.666666666668
"(64839, 3694, 3379)",23970.666666666668
"(64839, 3694, 4673)",24402.0
"(64839, 3694, 5610)",24714.333333333332
"(64839, 3694, 3971)",24168.0
"(64839, 3694, 8463)",25665.333333333332
"(64839, 3694, 6160)",24897.666666666668
"(64839, 3694, 7203)",25245.333333333332
"(64839, 3694, 10341)",26291.333333333332
"(64839, 3694, 10282)",26271.666666666668
"(64839, 3694, 9950)",26161.0
"(64839, 3694, 9425)",25986.0
"(64839, 3694, 6839)",25124.0
"(64839, 3694, 8391)",25641.333333333332
"(64839, 3694, 30306)",32946.333333333336
"(64839, 3694, 135084)",67872.33333333333
"(64839, 3694, 175197)",81243.33333333333
"(64839, 3694, 21022)",29851.666666666668
"(64839, 3379, 4673)",24297.0
"(64839, 3379, 5610)",24609.333333333332
"(64839, 3379, 3971)",24063.0
"(64839, 3379, 8463)",25560.333333333332
"(64839, 3379, 6160)",24792.666666666668
"(64839, 3379, 7203)",25140.333333333332
"(64839, 3379, 10341)",26186.333333333332
"(64839, 3379, 10282)",26166.666666666668
"(64839, 3379, 9950)",26056.0
"(64839, 3379, 9425)",25881.0
"(64839, 3379, 6839)",25019.0
"(64839, 3379, 8391)",25536.333333333332
"(64839, 3379, 30306)",32841.333333333336
"(64839, 3379, 135084)",67767.33333333333
"(64839, 3379, 175197)",81138.33333333333
"(64839, 3379, 21022)",29746.666666666668
"(64839, 4673, 5610)",25040.666666666668
"(64839, 4673, 3971)",24494.333333333332
"(64839, 4673, 8463)",25991.666666666668
"(64839, 4673, 6160)",25224.0
"(64839, 4673, 7203)",25571.666666666668
"(64839, 4673, 10341)",26617.666666666668
"(64839, 4673, 10282)",26598.0
"(64839, 4673, 9950)",26487.333333333332
"(64839, 4673, 9425)",26312.333333333332
"(64839, 4673, 6839)",25450.333333333332
"(64839, 4673, 8391)",25967.666666666668
"(64839, 4673, 30306)",33272.666666666664
"(64839, 4673, 135084)",68198.66666666667
"(64839, 4673, 175197)",81569.66666666667
"(64839, 4673, 21022)",30178.0
"(64839, 5610, 3971)",24806.666666666668
"(64839, 5610, 8463)",26304.0
"(64839, 5610, 6160)",25536.333333333332
"(64839, 5610, 7203)",25884.0
"(64839, 5610, 10341)",26930.0
"(64839, 5610, 10282)",26910.333333333332
"(64839, 5610, 9950)",26799.666666666668
"(64839, 5610, 9425)",26624.666666666668
"(64839, 5610, 6839)",25762.666666666668
"(64839, 5610, 8391)",26280.0
"(64839, 5610, 30306)",33585.0
"(64839, 5610, 135084)",68511.0
"(64839, 5610, 175197)",81882.0
"(64839, 5610, 21022)",30490.333333333332
"(64839, 3971, 8463)",25757.666666666668
"(64839, 3971, 6160)",24990.0
"(64839, 3971, 7203)",25337.666666666668
"(64839, 3971, 10341)",26383.666666666668
"(64839, 3971, 10282)",26364.0
"(64839, 3971, 9950)",26253.333333333332
"(64839, 3971, 9425)",26078.333333333332
"(64839, 3971, 6839)",25216.333333333332
"(64839, 3971, 8391)",25733.666666666668
"(64839, 3971, 30306)",33038.666666666664
"(64839, 3971, 135084)",67964.66666666667
"(64839, 3971, 175197)",81335.66666666667
"(64839, 3971, 21022)",29944.0
"(64839, 8463, 6160)",26487.333333333332
"(64839, 8463, 7203)",26835.0
"(64839, 8463, 10341)",27881.0
"(64839, 8463, 10282)",27861.333333333332
"(64839, 8463, 9950)",27750.666666666668
"(64839, 8463, 9425)",27575.666666666668
"(64839, 8463, 6839)",26713.666666666668
"(64839, 8463, 8391)",27231.0
"(64839, 8463, 30306)",34536.0
"(64839, 8463, 135084)",69462.0
"(64839, 8463, 175197)",82833.0
"(64839, 8463, 21022)",31441.333333333332
"(64839, 6160, 7203)",26067.333333333332
"(64839, 6160, 10341)",27113.333333333332
"(64839, 6160, 10282)",27093.666666666668
"(64839, 6160, 9950)",26983.0
"(64839, 6160, 9425)",26808.0
"(64839, 6160, 6839)",25946.0
"(64839, 6160, 8391)",26463.333333333332
"(64839, 6160, 30306)",33768.333333333336
"(64839, 6160, 135084)",68694.33333333333
"(64839, 6160, 175197)",82065.33333333333
"(64839, 6160, 21022)",30673.666666666668
"(64839, 7203, 10341)",27461.0
"(64839, 7203, 10282)",27441.333333333332
"(64839, 7203, 9950)",27330.666666666668
"(64839, 7203, 9425)",27155.666666666668
"(64839, 7203, 6839)",26293.666666666668
"(64839, 7203, 8391)",26811.0
"(64839, 7203, 30306)",34116.0
"(64839, 7203, 135084)",69042.0
"(64839, 7203, 175197)",82413.0
"(64839, 7203, 21022)",31021.333333333332
"(64839, 10341, 10282)",28487.333333333332
"(64839, 10341, 9950)",28376.666666666668
"(64839, 10341, 9425)",28201.666666666668
"(64839, 10341, 6839)",27339.666666666668
"(64839, 10341, 8391)",27857.0
"(64839, 10341, 30306)",35162.0
"(64839, 10341, 135084)",70088.0
"(64839, 10341, 175197)",83459.0
"(64839, 10341, 21022)",32067.333333333332
"(64839, 10282, 9950)",28357.0
"(64839, 10282, 9425)",28182.0
"(64839, 10282, 6839)",27320.0
"(64839, 10282, 8391)",27837.333333333332
"(64839, 10282, 30306)",35142.333333333336
"(64839, 10282, 135084)",70068.33333333333
"(64839, 10282, 175197)",83439.33333333333
"(64839, 10282, 21022)",32047.666666666668
"(64839, 9950, 9425)",28071.333333333332
"(64839, 9950, 6839)",27209.333333333332
"(64839, 9950, 8391)",27726.666666666668
"(64839, 9950, 30306)",35031.666666666664
"(64839, 9950, 135084)",69957.66666666667
"(64839, 9950, 175197)",83328.66666666667
"(64839, 9950, 21022)",31937.0
"(64839, 9425, 6839)",27034.333333333332
"(64839, 9425, 8391)",27551.666666666668
"(64839, 9425, 30306)",34856.666666666664
"(64839, 9425, 135084)",69782.66666666667
"(64839, 9425, 175197)",83153.66666666667
"(64839, 9425, 21022)",31762.0
"(64839, 6839, 8391)",26689.666666666668
"(64839, 6839, 30306)",33994.666666666664
"(64839, 6839, 135084)",68920.66666666667
"(64839, 6839, 175197)",82291.66666666667
"(64839, 6839, 21022)",30900.0
"(64839, 8391, 30306)",34512.0
"(64839, 8391, 135084)",69438.0
"(64839, 8391, 175197)",82809.0
"(64839, 8391, 21022)",31417.333333333332
"(64839, 30306, 135084)",76743.0
"(64839, 30306, 175197)",90114.0
"(64839, 30306, 21022)",38722.333333333336
"(64839, 135084, 175197)",125040.0
"(64839, 135084, 21022)",73648.33333333333
"(64839, 175197, 21022)",87019.33333333333
"(25480, 6887, 15064)",15810.333333333334
"(25480, 6887, 9605)",13990.666666666666
"(25480, 6887, 6810)",13059.0
"(25480, 6887, 8120)",13495.666666666666
"(25480, 6887, 24107)",18824.666666666668
"(25480, 6887, 22571)",18312.666666666668
"(25480, 6887, 14271)",15546.0
"(25480, 6887, 9896)",14087.666666666666
"(25480, 6887, 10659)",14342.0
"(25480, 6887, 7452)",13273.0
"(25480, 6887, 6358)",12908.333333333334
"(25480, 6887, 6045)",12804.0
"(25480, 6887, 1600)",11322.333333333334
"(25480, 6887, 3694)",12020.333333333334
"(25480, 6887, 3379)",11915.333333333334
"(25480, 6887, 4673)",12346.666666666666
"(25480, 6887, 5610)",12659.0
"(25480, 6887, 3971)",12112.666666666666
"(25480, 6887, 8463)",13610.0
"(25480, 6887, 6160)",12842.333333333334
"(25480, 6887, 7203)",13190.0
"(25480, 6887, 10341)",14236.0
"(25480, 6887, 10282)",14216.333333333334
"(25480, 6887, 9950)",14105.666666666666
"(25480, 6887, 9425)",13930.666666666666
"(25480, 6887, 6839)",13068.666666666666
"(25480, 6887, 8391)",13586.0
"(25480, 6887, 30306)",20891.0
"(25480, 6887, 135084)",55817.0
"(25480, 6887, 175197)",69188.0
"(25480, 6887, 21022)",17796.333333333332
"(25480, 15064, 9605)",16716.333333333332
"(25480, 15064, 6810)",15784.666666666666
"(25480, 15064, 8120)",16221.333333333334
"(25480, 15064, 24107)",21550.333333333332
"(25480, 15064, 22571)",21038.333333333332
"(25480, 15064, 14271)",18271.666666666668
"(25480, 15064, 9896)",16813.333333333332
"(25480, 15064, 10659)",17067.666666666668
"(25480, 15064, 7452)",15998.666666666666
"(25480, 15064, 6358)",15634.0
"(25480, 15064, 6045)",15529.666666666666
"(25480, 15064, 1600)",14048.0
"(25480, 15064, 3694)",14746.0
"(25480, 15064, 3379)",14641.0
"(25480, 15064, 4673)",15072.333333333334
"(25480, 15064, 5610)",15384.666666666666
"(25480, 15064, 3971)",14838.333333333334
"(25480, 15064, 8463)",16335.666666666666
"(25480, 15064, 6160)",15568.0
"(25480, 15064, 7203)",15915.666666666666
"(25480, 15064, 10341)",16961.666666666668
"(25480, 15064, 10282)",16942.0
"(25480, 15064, 9950)",16831.333333333332
"(25480, 15064, 9425)",16656.333333333332
"(25480, 15064, 6839)",15794.333333333334
"(25480, 15064, 8391)",16311.666666666666
"(25480, 15064, 30306)",23616.666666666668
"(25480, 15064, 135084)",58542.666666666664
"(25480, 15064, 175197)",71913.66666666667
"(25480, 15064, 21022)",20522.0
"(25480, 9605, 6810)",13965.0
"(25480, 9605, 8120)",14401.666666666666
"(25480, 9605, 24107)",19730.666666666668
"(25480, 9605, 22571)",19218.666666666668
"(25480, 9605, 14271)",16452.0
"(25480, 9605, 9896)",14993.666666666666
"(25480, 9605, 10659)",15248.0
"(25480, 9605, 7452)",14179.0
"(25480, 9605, 6358)",13814.333333333334
"(25480, 9605, 6045)",13710.0
"(25480, 9605, 1600)",12228.333333333334
"(25480, 9605, 3694)",12926.333333333334
"(25480, 9605, 3379)",12821.333333333334
"(25480, 9605, 4673)",13252.666666666666
"(25480, 9605, 5610)",13565.0
"(25480, 9605, 3971)",13018.666666666666
"(25480, 9605, 8463)",14516.0
"(25480, 9605, 6160)",13748.333333333334
"(25480, 9605, 7203)",14096.0
"(25480, 9605, 10341)",15142.0
"(25480, 9605, 10282)",15122.333333333334
"(25480, 9605, 9950)",15011.666666666666
"(25480, 9605, 9425)",14836.666666666666
"(25480, 9605, 6839)",13974.666666666666
"(25480, 9605, 8391)",14492.0
"(25480, 9605, 30306)",21797.0
"(25480, 9605, 135084)",56723.0
"(25480, 9605, 175197)",70094.0
"(25480, 9605, 21022)",18702.333333333332
